,Feedt,S_It,S_St,X_It,X_St,X_BHt,X_BA,X_P
157,0.21551277482185585,0.029999999999949196,0.0009732833906547205,0.0036624826723163826,0.00019474550766403827,0.009167627133843665,0.00044787948170702034,0.00134844832084966
158,0.21624811578011913,0.029999999999872053,0.000975011892577402,0.00366248267229551,0.0001955627674575337,0.009188015292466089,0.0004473738082866643,0.0013514011724079357
159,0.2445851409948602,0.02999999999987063,0.0010586119353223216,0.0036624826722970885,0.00023253667948937442,0.009970509941351884,0.00042913785354346145,0.0014642980183713322
160,0.19957690772356876,0.029999999999862255,0.0009396592738222106,0.0036624826722914798,0.00017828574529933413,0.008725840730262373,0.0004569362604316422,0.0012845296045713788
161,0.13708012600717395,0.03000000000000002,0.0008523296377762147,0.003662482672329521,0.0001281590053764191,0.006987337865925837,0.0004895607404480497,0.0010323248140340746
162,0.2332472620951268,0.03000000000000001,0.0010221447948925272,0.003662482672328933,0.000216617224466459,0.009657833635200284,0.00043697312452513966,0.0014192229764494633
163,0.2768540257237519,0.029999999999999825,0.0011697736159988533,0.003662482672326683,0.000283307135201932,0.01085818214357455,0.00040595024881925467,0.0015919947224998846
164,0.1940496553633624,0.030000000000000464,0.0009299520437882457,0.0036624826723399492,0.00017314747668351554,0.008572318189985884,0.00046015444987404063,0.0012622796786930038
165,0.20182713038039876,0.0299999999999009,0.0009438967078028682,0.0036624826723072913,0.0001804577892971416,0.008788284901793845,0.0004556198877778985,0.0012935706313218103
166,0.2190077965972679,0.030000000000000034,0.0009819312832125649,0.0036624826723290404,0.00019873819992942968,0.009264345854632162,0.00044588580389149247,0.0013624218388232647
167,0.188446056862565,0.030000000000000037,0.0009208987206447375,0.003662482672329547,0.0001681718132892786,0.008416629883068858,0.0004631779032385201,0.0012397170242530006
168,0.1418616120783519,0.030000000000000047,0.000858506691396922,0.0036624826723290808,0.00013164605928080107,0.007120467558480378,0.0004871776805959483,0.0010516529736354133
169,0.17645542370726186,0.029999999999772264,0.0009033585822869426,0.003662482672204124,0.00015810986932446203,0.00808332095339788,0.00046928475689418024,0.001191403800337532
170,0.1884402741290308,0.029999999999893195,0.0009209343780660227,0.0036624826723077597,0.00016817677135482785,0.00841651618782843,0.00046289748773341245,0.0012397109988292342
171,0.2318449573538718,0.03,0.0010178795418830538,0.0036624826723289637,0.00021474843866175493,0.009619126540462104,0.00043787816905893775,0.0014136400155945474
172,0.22358751746867234,0.02999999999982588,0.0009942306504696799,0.003662482672290525,0.00020425511730929772,0.009391039130305173,0.0004427526701279668,0.001380730147618157
173,0.18365640952264653,0.030000000000000072,0.0009136463820296779,0.003662482672329129,0.00016406922512342495,0.008283494493421608,0.00046574323650822394,0.001220415457287583
174,0.25487244951201093,0.03,0.0010932213335444374,0.0036624826723290357,0.00024790554783905963,0.010253772153629343,0.00042225404652848153,0.0015050759180115837
175,0.20944344493737513,0.029999999999999978,0.0009593239514885559,0.0036624826723291337,0.0001881399765079571,0.00899947368474242,0.0004515338763758358,0.0013241269801871954
176,0.1485996127380239,0.030000000000000034,0.0008671187336729313,0.0036624826723291614,0.00013661265645647987,0.007308057288621582,0.0004837994423070634,0.0010788853351711872
177,0.1800403441308269,0.02999999999990092,0.0009084488454557157,0.003662482672309084,0.00016105815393534264,0.008182997371191457,0.0004673684021806769,0.001205852784793519
178,0.21588731362570168,0.030000000000000047,0.0009741489050127293,0.003662482672329061,0.00019515747063001884,0.009177978499985417,0.00044775706889850714,0.0013499402218281416
